angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,ratio_0,ratio_1,ratio_2,ratio_3,ratio_4,ratio_5,ratio_6,ratio_7,ratio_8,ratio_9,ratio_10,ratio_11,label
164.58572,165.521,63.60151,59.81068,146.88188,157.56255,152.03046,156.25523,1.1951903,0.9768643,1.0349702,0.8117397,0.11913174,0.23377182,0.9867357,1.1044626,0.97649646,1.0601635,0.36633378,0.3659695,correct
164.4231,166.18109,63.153805,60.27424,147.98827,157.68379,153.26926,156.83858,1.2107707,0.98155504,1.0431653,0.79900026,0.12155085,0.2267536,0.9819981,1.1060101,0.9801837,1.0593277,0.36053854,0.35227695,correct
165.62648,162.48985,66.06028,58.21807,140.93944,151.51357,141.38808,141.75163,1.1948135,0.9535729,0.90321594,0.8021577,0.06058059,0.19657727,1.0050676,1.0689064,0.96446306,1.0325241,0.39326245,0.4043526,correct
164.7292,161.35852,65.43604,58.18775,140.6161,150.95648,140.68135,141.57542,1.1939853,0.9476515,0.8842245,0.8101378,0.07050167,0.19730155,1.0056494,1.0469159,0.9589843,1.0203363,0.39171162,0.40602636,correct
165.43431,162.49533,65.043594,57.997974,142.16823,151.33722,141.36906,141.35748,1.2071673,0.95750874,0.91778284,0.80189997,0.06229458,0.1815742,1.0138457,1.0796996,0.99056274,1.041598,0.40048143,0.41540956,correct
165.41235,163.53287,66.35288,58.361668,140.31787,151.65462,141.06738,142.58392,1.188382,0.94787353,0.886715,0.805277,0.061717704,0.20750496,1.0102403,1.0542152,0.950332,1.0149295,0.39209154,0.38772395,correct
164.31953,163.35127,65.02231,59.35955,141.37827,150.03993,141.23743,140.56807,1.1839621,0.94341046,0.8920557,0.78151816,0.068858914,0.17944756,0.9841163,1.0588744,0.9673802,1.0148667,0.3753433,0.38613963,correct
169.05069,163.53502,62.279896,53.112103,150.29364,159.87643,147.51305,146.08626,1.2059995,0.94770616,0.8960302,0.7687621,0.038545404,0.18498884,0.91154635,1.0096503,0.8815836,1.01042,0.3901528,0.36373153,correct
169.46292,164.77559,62.51831,53.556137,149.71608,160.59683,146.32825,147.84325,1.2107143,0.9346055,0.89581203,0.76582855,0.04234555,0.18500431,0.9121203,1.0157055,0.8811335,1.020248,0.38167736,0.35616586,correct
169.1855,165.52313,62.124912,54.298805,151.55801,159.43431,149.51636,146.15588,1.2185792,0.9478743,0.9079472,0.7661786,0.036034632,0.17130512,0.91770905,1.0286552,0.8995094,1.042112,0.38496438,0.36485946,correct
169.69249,162.60164,63.019863,52.437687,149.4382,160.59402,147.31712,145.4204,1.2067168,0.94982016,0.9030146,0.7771255,0.029142117,0.20026313,0.9276868,0.9951063,0.8796109,0.99271744,0.3836497,0.36690915,correct
170.82529,163.67801,63.137527,53.649414,149.74379,158.89412,146.36069,145.8818,1.20024,0.94867736,0.8877714,0.7720312,0.041265253,0.1707525,0.9108036,1.0160698,0.8900847,1.0299491,0.4018832,0.36674827,correct
168.88327,163.29303,62.560596,53.45632,150.11708,159.61856,147.7339,146.26813,1.2104139,0.9532912,0.9016795,0.7680054,0.042977106,0.18758366,0.92249197,1.0095309,0.8935701,1.0111715,0.38924736,0.35931745,correct
168.0342,162.81184,63.01504,52.959698,148.94746,160.19135,147.12003,146.51706,1.2215878,0.9637427,0.9131516,0.7627,0.04095667,0.19817568,0.92185646,1.0184704,0.8990686,1.0128593,0.39240867,0.36208192,correct
168.50616,163.49153,62.006386,53.05209,150.54193,160.20088,147.1635,146.63339,1.2118571,0.94812304,0.8962857,0.77811915,0.052024562,0.18277802,0.9056484,1.0056227,0.8849792,1.0145552,0.3974895,0.35519776,correct
168.02109,161.81781,62.00707,53.053284,149.88287,158.77704,147.13654,146.80974,1.2040104,0.94213665,0.8851764,0.7711872,0.04496126,0.16965345,0.89804786,1.0048497,0.8803077,1.0098416,0.36906603,0.33718982,correct
169.50046,163.2909,63.043537,52.416336,149.89458,160.79164,148.09932,146.59186,1.1959246,0.9412314,0.8918839,0.7770866,0.036756966,0.19520313,0.9065377,0.99529624,0.8893192,0.9924345,0.38003966,0.34929457,correct
169.76764,160.78076,63.450706,53.642235,145.08618,153.16498,140.57358,137.03375,1.1608287,0.8651344,0.8748147,0.7941919,0.053904552,0.18810381,0.922176,0.92500734,0.8829129,0.9260067,0.4134294,0.3967748,correct
169.24193,160.35245,62.731514,54.470306,146.05122,151.57457,140.34448,136.9999,1.1640954,0.86558414,0.87560606,0.7849926,0.06675784,0.1787826,0.9279159,0.91838765,0.88487947,0.9278033,0.41957083,0.39036807,correct
169.51227,161.20236,62.83521,53.32168,145.71689,152.61813,140.89978,135.37933,1.1550225,0.8548247,0.87979364,0.7886417,0.047635008,0.1889555,0.91477484,0.9131378,0.8693766,0.93215305,0.42243958,0.39652842,correct
170.3149,159.98878,63.20958,53.44024,145.7658,153.37704,140.6428,137.31729,1.1662128,0.86294574,0.88160145,0.8031443,0.055471677,0.1787949,0.9230442,0.94058764,0.89467156,0.93305767,0.4100948,0.39933345,correct
168.99884,160.40698,62.535793,53.500313,146.29144,153.01445,142.12968,136.4955,1.1654935,0.8542267,0.8652134,0.7903532,0.06600901,0.18832299,0.9148244,0.9149297,0.8738344,0.91811913,0.4087175,0.39889163,correct
169.76466,161.16426,63.522976,53.80978,144.77689,152.96252,140.3019,136.8423,1.1541395,0.8591426,0.8707504,0.79099196,0.053571854,0.1872588,0.9191532,0.9207712,0.8794792,0.9211089,0.41394278,0.3977728,correct
168.85896,161.29352,63.990303,54.149055,143.44325,152.22571,139.70401,136.61774,1.1411636,0.86206514,0.8574862,0.7957316,0.055720598,0.19404118,0.9173757,0.91528237,0.87755775,0.90136683,0.41575742,0.3956487,correct
170.10616,161.73003,64.14769,54.244,143.78728,152.79504,139.56706,136.57893,1.1574785,0.8587078,0.8609255,0.7813905,0.061620805,0.20223545,0.91979605,0.92231137,0.86533546,0.91556644,0.4160544,0.3997495,correct
170.09027,161.59033,62.615093,54.2838,146.89877,152.83112,141.04364,136.81984,1.1673394,0.86806077,0.87201107,0.7856517,0.06194943,0.18429676,0.92363644,0.92500114,0.88578576,0.92812216,0.43117082,0.40894097,correct
170.00012,161.13954,63.649353,53.732796,144.86336,152.64401,140.9714,137.30563,1.1493878,0.8689292,0.8668663,0.7914422,0.05363678,0.18594837,0.92499185,0.9206377,0.88663167,0.92219025,0.4013046,0.37894374,correct
169.56367,161.0978,63.727478,53.997395,144.14581,152.62325,140.28108,137.07462,1.1567141,0.8612595,0.8724412,0.7944444,0.05080248,0.1860303,0.92466617,0.9275545,0.8841343,0.924964,0.41422915,0.40107754,correct
170.26927,161.45226,63.789715,53.65407,144.15541,152.78296,138.88269,135.84424,1.1705608,0.8655509,0.8894966,0.79884356,0.048463486,0.17941718,0.92838335,0.93031627,0.89779276,0.9315369,0.41531825,0.40118238,correct
169.04764,160.03102,63.516624,52.999413,144.41696,153.55826,139.87741,137.42882,1.1386337,0.8711515,0.8792492,0.8035681,0.031684354,0.17998259,0.92024696,0.92019796,0.88082695,0.9348011,0.40791184,0.39782763,correct
169.92357,162.84898,63.8507,54.709152,143.5756,152.53398,139.62009,136.5189,1.1634395,0.86563414,0.8787149,0.79914427,0.05710732,0.19715294,0.9375648,0.94777256,0.8868901,0.926462,0.40905142,0.40002456,correct
168.88036,161.53677,63.95212,54.22448,144.205,153.67809,141.54688,137.61081,1.157622,0.86550164,0.8773065,0.80354273,0.053057536,0.1934452,0.9368966,0.9260386,0.89187986,0.92493254,0.40822053,0.4076937,correct
169.54465,161.04533,63.667885,53.99812,144.21745,152.6328,140.22343,136.99637,1.1563531,0.86115855,0.872811,0.79323,0.052345626,0.1867116,0.9245494,0.92883873,0.88391984,0.9260576,0.41407588,0.40077788,correct
169.00554,160.21495,62.900677,53.58564,144.96191,152.56407,140.28589,136.64764,1.1641812,0.8663376,0.88623637,0.78396225,0.056000017,0.1841904,0.9262628,0.9374486,0.88471353,0.92625606,0.41719636,0.40055773,correct
170.3302,160.22612,63.49772,53.54808,145.31375,153.1148,140.32812,137.00703,1.1666765,0.8700398,0.88415277,0.7888171,0.056848098,0.19156192,0.9366628,0.92816806,0.8866939,0.92236614,0.42793286,0.40271476,correct
170.91484,160.37267,64.26133,53.26732,144.09912,154.1628,139.99683,138.19528,1.1608665,0.8483409,0.8827506,0.8000941,0.041320786,0.19325134,0.92896664,0.9380989,0.8908661,0.9119538,0.41100588,0.40524352,correct
170.84624,161.34476,64.224464,54.048595,143.97745,152.8997,139.66484,136.72467,1.1513133,0.8689246,0.8802883,0.79758006,0.04457262,0.18755719,0.9285704,0.93080163,0.8874836,0.9238225,0.41407004,0.39907566,correct
170.15327,164.16608,63.04675,53.853306,147.90617,156.9236,144.47513,142.3426,1.1655126,0.89850056,0.8637845,0.74752885,0.039573137,0.17883998,0.8649329,0.95177704,0.8340696,0.95314014,0.37978122,0.3580597,correct
168.59247,165.0722,62.69507,54.57086,148.28032,156.45013,145.17598,143.05222,1.1613228,0.8972381,0.86577994,0.74310255,0.03255136,0.17109723,0.8674013,0.9553432,0.83912927,0.94855255,0.37891662,0.3599438,correct
171.97786,163.09802,63.470303,53.446133,148.26105,156.47942,144.17876,141.65575,1.161942,0.89812,0.86203426,0.7576846,0.04070496,0.1837643,0.8679556,0.9510135,0.8240515,0.95314676,0.38820663,0.35997725,correct
169.61848,164.96176,62.315247,53.688583,148.58998,157.67386,144.4511,142.53206,1.1706952,0.90724146,0.8631587,0.7646413,0.040139314,0.1728661,0.8671101,0.95260614,0.8342023,0.9526956,0.38681737,0.35765266,correct
170.59653,165.12746,62.86837,53.845047,148.86374,157.55177,145.18002,142.67154,1.1633761,0.911157,0.8600269,0.75074255,0.0425627,0.17783771,0.86275584,0.9557848,0.84487844,0.9547292,0.38078395,0.35483047,correct
167.84494,162.28766,67.72259,58.875004,139.65459,150.05899,142.10022,142.59393,1.2154568,0.923978,0.9241789,0.7559416,0.047875144,0.19113407,0.9853955,1.0593038,0.9556884,1.0248224,0.36931768,0.36932898,correct
168.06575,162.74185,67.58444,58.858864,140.31157,149.66774,142.76704,142.28299,1.2008166,0.913505,0.9095383,0.75698394,0.03823541,0.178121,0.9586009,1.0432838,0.9383777,0.9995466,0.36149353,0.35927415,correct
167.90952,162.0559,68.162254,59.169407,139.7651,149.3417,143.48175,142.33235,1.2061912,0.9437787,0.91274506,0.7740456,0.04893021,0.20593035,1.0006266,1.0599929,0.94151396,1.045207,0.37435445,0.37010232,correct
168.12903,162.75421,68.11926,58.805878,139.7158,150.4643,142.4841,143.7805,1.2045993,0.91970146,0.92327017,0.7532458,0.0379718,0.1886039,0.98747945,1.0638564,0.94747406,1.0187023,0.3548369,0.35715222,correct
168.19777,162.38596,67.81974,59.251217,139.25476,149.10764,141.92577,141.76004,1.2105259,0.91847265,0.91634035,0.75074255,0.04782741,0.18026304,0.9760624,1.0528213,0.94896734,1.0235847,0.35882598,0.3606835,correct
162.72452,157.78561,61.924328,53.015884,144.74886,156.3724,142.30554,143.7693,1.1564884,0.89485204,0.8667883,0.6986071,0.0211974,0.17097087,0.9196687,1.0134726,0.89262474,0.9734164,0.38295382,0.38143206,correct
162.90553,156.83379,62.27299,52.716198,144.59889,155.84216,142.9296,143.99347,1.15922,0.9128217,0.8662399,0.69469935,0.03054337,0.17524761,0.9297257,1.0130985,0.9043143,0.96812284,0.39352474,0.3739427,correct
162.17426,160.27695,62.02872,53.085094,143.65811,158.05292,141.32127,144.58145,1.1675733,0.89308417,0.8655429,0.7116157,0.019876147,0.18258417,0.9325398,1.0127698,0.89933485,0.95806056,0.392782,0.40057904,correct
162.80669,158.8093,61.474392,53.81253,146.0811,155.448,143.74696,142.44534,1.1603954,0.9002812,0.8634403,0.695273,0.031261988,0.16491681,0.9238232,1.0136244,0.9129552,0.9754588,0.3934142,0.3881821,correct
162.27766,159.07433,61.3761,53.274837,145.97626,157.30171,143.16243,144.59425,1.1609387,0.8881315,0.87111145,0.69519025,0.023465743,0.16515787,0.91613305,0.99867225,0.8911717,0.9790802,0.37471658,0.38133097,correct
154.46832,149.44687,60.56792,54.96818,143.01521,153.30185,142.36086,140.25218,0.9676165,0.903746,0.7287799,0.72168845,0.1284891,0.21771641,0.98205686,0.9980995,0.89398265,0.97171193,0.43791553,0.42330652,correct
154.79327,148.44608,61.488262,54.579994,142.88937,154.41367,142.3171,140.25566,0.96887034,0.9024299,0.73773223,0.7136366,0.11732082,0.22228952,0.97191375,1.0038489,0.89383984,0.9692423,0.4373753,0.42787197,correct
153.8069,149.65083,60.047783,55.3824,142.70361,152.94002,142.2786,139.48647,0.97519463,0.91371524,0.73120767,0.7153993,0.14373001,0.22689159,0.9983056,1.0095416,0.9007527,0.9773343,0.43662086,0.4234758,correct
155.2167,150.72475,60.246296,55.796806,144.76254,153.30988,143.43622,140.46983,0.96598,0.9097657,0.74218476,0.716791,0.12690742,0.20899302,0.9834163,1.0072517,0.88949835,0.984192,0.44381663,0.4319397,correct
155.04706,150.56187,60.675854,55.355762,144.02455,153.05942,142.94705,140.39282,0.9785243,0.89692026,0.71956545,0.7343973,0.13780929,0.20976749,0.97916234,1.0058705,0.90682614,0.9733179,0.4415871,0.42452452,correct
148.50502,146.21835,58.181496,53.430164,144.20816,154.63112,137.32076,135.40218,0.8653411,0.85915,0.62951326,0.6548505,0.1584367,0.23448601,1.006649,0.9808033,0.91555965,1.0352741,0.48726073,0.40827286,correct
149.14828,145.2491,58.18446,52.45229,144.30229,154.45584,136.30507,136.11604,0.84684396,0.85260165,0.6221611,0.6607061,0.1478143,0.21844387,0.99895877,0.95820844,0.9043385,1.0247366,0.4868749,0.4073199,correct
149.40778,145.01636,58.024094,53.117016,144.58163,154.14354,136.5482,135.83995,0.8564484,0.8495923,0.63991964,0.6502438,0.15029964,0.21713105,0.98535067,0.97637165,0.89680964,1.0223616,0.4951848,0.41284323,correct
148.11923,144.86913,58.428684,52.138695,143.60803,154.99995,136.08981,136.22957,0.85072786,0.8752974,0.6204532,0.6650249,0.15489942,0.24083829,1.0114176,0.99328583,0.90307087,1.0488838,0.49272025,0.40531096,correct
148.22084,145.8238,58.326206,53.541775,144.18732,152.47154,137.52779,133.92238,0.86627,0.86586446,0.6262543,0.6588026,0.17013724,0.23402134,1.0110377,0.96444535,0.91003186,1.0462039,0.48594028,0.3998313,correct
148.44644,136.11804,65.421005,55.90577,139.58498,135.48512,151.75226,143.0315,0.73455435,0.8177132,0.52938604,0.5015813,0.30526412,0.31157792,0.8281033,0.76147825,0.88673675,0.8197999,0.6310627,0.39621702,correct
147.79659,136.79073,64.607124,55.88132,139.21373,135.91379,150.7597,142.79121,0.7233352,0.8353675,0.523122,0.510981,0.29869822,0.3121249,0.8271086,0.75680786,0.8711095,0.8217604,0.62824774,0.40353766,correct
148.29526,135.64217,65.0117,56.27061,141.23392,135.8745,153.79735,143.87811,0.7257962,0.8413864,0.54935896,0.5047772,0.29490843,0.30195466,0.83377105,0.75453097,0.88445884,0.823724,0.63614535,0.4048312,correct
148.84367,134.93365,66.235275,54.868523,138.17737,135.34087,149.6848,142.38014,0.73913085,0.8094409,0.53381294,0.49706948,0.30483884,0.3200093,0.83257407,0.74938583,0.8912096,0.8189917,0.6262276,0.3906019,correct
147.88326,136.0151,64.9576,57.237614,139.71387,134.0854,152.135,142.33337,0.7169755,0.806402,0.5233677,0.4907271,0.29797423,0.29645163,0.80974215,0.74768,0.8914229,0.8129197,0.6134781,0.38767448,correct
133.3503,122.68799,53.673523,40.96958,143.99625,141.28119,152.90941,143.89645,0.56117725,0.78352135,0.4236746,0.48768708,0.29883143,0.30859464,0.8338278,0.6755382,0.86757666,0.7403069,0.5833229,0.32960534,correct
135.06465,124.62038,54.250607,41.447914,144.8927,142.03868,154.38335,145.82066,0.55171853,0.7990059,0.41664347,0.49312538,0.3059248,0.30982065,0.83753496,0.6846964,0.86966765,0.7333107,0.5949824,0.33708847,correct
133.00421,121.25841,54.14287,39.72928,143.42451,141.96155,152.41876,145.44887,0.57481843,0.7715765,0.42347655,0.49483716,0.31813824,0.32580215,0.83553696,0.66905755,0.8614713,0.74745464,0.5790129,0.30400994,correct
133.21637,120.93056,54.04224,38.412956,142.93741,141.62532,151.5772,144.0115,0.5655115,0.780347,0.42437804,0.49082053,0.3066642,0.31945053,0.8412483,0.6872445,0.872666,0.7497506,0.5922453,0.32705796,correct
133.74176,120.248886,54.419765,39.58188,143.75114,139.99269,153.34355,144.28746,0.5617352,0.79137146,0.4267589,0.49139148,0.31846204,0.30814427,0.8451904,0.6771489,0.861206,0.73905826,0.59012836,0.31885728,correct
126.54365,120.61273,48.895588,39.93574,147.45308,143.03668,159.1091,145.85811,0.4539803,0.796164,0.40584913,0.43060502,0.3969121,0.3439779,0.78194904,0.68268025,0.8005899,0.7970536,0.73031676,0.36589235,correct
126.76144,122.7957,48.51701,40.923214,148.58397,143.07408,160.6338,145.81161,0.45966658,0.7869616,0.4092675,0.4248075,0.39510036,0.33964217,0.7771575,0.6770533,0.7898326,0.80057216,0.73829424,0.37056288,correct
127.910965,120.41936,49.401615,39.108673,147.35156,143.89584,157.74153,146.26569,0.45205027,0.7910174,0.40928426,0.43876266,0.38854566,0.34070066,0.7932041,0.6818511,0.7974819,0.7884128,0.7233775,0.36647448,correct
128.33153,118.06645,50.25494,37.774242,146.5778,143.18369,158.90076,146.19627,0.43775925,0.808228,0.41648188,0.4462063,0.3991768,0.34860578,0.79633105,0.6918556,0.8101319,0.8099365,0.73393947,0.36552706,correct
126.10824,120.39938,47.854076,39.7025,148.47493,142.37015,159.69063,144.28601,0.452785,0.7912983,0.40311635,0.43599814,0.40199175,0.3334062,0.7748601,0.68567616,0.8022003,0.7926908,0.7199525,0.35356134,correct
164.20615,164.72496,61.3943,58.28405,150.57452,161.0075,154.45251,158.60654,1.2071415,0.96557796,1.051658,0.79461133,0.11171387,0.22275525,0.96153253,1.123886,0.959292,1.0705668,0.35794133,0.3568591,correct
163.36467,163.93086,60.382885,57.354446,151.00562,161.72275,153.71169,158.64743,1.2108002,0.9648073,1.0509868,0.7936426,0.11910804,0.22817752,0.9576192,1.1283597,0.9524322,1.077427,0.36082867,0.3595156,correct
162.59102,164.62909,61.23396,58.424805,149.78452,159.93716,154.27245,157.96028,1.2090611,0.9462964,1.0436296,0.80640316,0.10187209,0.22255868,0.95847696,1.1189096,0.9590312,1.0541732,0.34776646,0.34605402,correct
165.61514,165.39049,61.23875,57.911423,151.54411,161.92577,153.94328,159.15508,1.2005681,0.9741238,1.0506064,0.79302096,0.118711375,0.22143732,0.96277946,1.1069485,0.957804,1.071308,0.36598137,0.35595843,correct
163.8507,163.97847,61.181355,58.04739,150.0241,161.609,153.59518,158.94887,1.2070146,0.9755057,1.0459195,0.80872524,0.119193874,0.23233856,0.97265136,1.1337833,0.97375125,1.0730151,0.36701778,0.36257535,correct
110.92933,93.76262,32.650635,13.7912,159.53418,156.65532,173.53622,160.06126,0.36262724,0.82096696,0.2657033,0.43262783,0.38840437,0.3494217,0.8185326,0.63711727,0.83021677,0.75628525,0.7002488,0.32311997,correct
111.022545,93.905685,32.373634,14.850169,160.20163,157.06664,172.96758,160.42897,0.35686183,0.81782156,0.27585435,0.42571566,0.38677388,0.34509173,0.80782783,0.6384727,0.8167407,0.76296085,0.693335,0.31737083,correct
112.88192,94.805115,33.658943,14.7755785,159.40305,156.53874,173.55861,159.9946,0.3642516,0.79969436,0.27290717,0.4296393,0.38335022,0.34452087,0.799949,0.63152,0.8272609,0.7468364,0.6937176,0.32054508,correct
113.84,93.15951,34.317566,13.696818,160.65387,156.2702,175.9292,159.79637,0.3571268,0.83424354,0.26786137,0.44295996,0.39816502,0.34568265,0.8308213,0.6345687,0.8354743,0.75177395,0.7170963,0.33260304,correct
113.353065,88.53277,34.615635,10.718894,160.54462,156.0694,173.6981,160.20593,0.3670392,0.81432515,0.27375668,0.44362527,0.4071977,0.3462253,0.80255425,0.65114343,0.8333388,0.75968164,0.71111363,0.31483448,correct
116.17411,104.41841,38.533504,25.645021,155.90187,151.89761,174.78157,159.50049,0.39127555,0.75969094,0.30870116,0.38581002,0.39467892,0.34576985,0.7860484,0.6260073,0.80028,0.73582864,0.70963377,0.33466917,correct
115.03636,106.13151,38.539906,25.722008,155.73927,153.27469,175.45369,160.2329,0.3840332,0.7738285,0.30097374,0.38412791,0.39509022,0.35563836,0.806381,0.62811834,0.79817873,0.7323389,0.7140478,0.340589,correct
115.81511,103.79216,38.61265,24.026648,156.5019,152.29756,176.06343,159.32103,0.39395988,0.7647345,0.3228366,0.39790955,0.40285286,0.35304803,0.8039721,0.6180763,0.8034056,0.7536224,0.7251335,0.334509,correct
117.59412,106.15379,38.97712,26.3078,156.02972,149.8915,174.15393,158.0238,0.38719386,0.74741864,0.30081877,0.3776505,0.39690122,0.33270204,0.7809217,0.61953825,0.7960702,0.7351315,0.71089023,0.33459154,correct
116.65485,104.11863,38.380955,25.351446,156.96144,153.41426,174.92648,160.81311,0.40147284,0.75981337,0.30320343,0.38766378,0.3895383,0.35230884,0.7890069,0.6439419,0.8127,0.74186337,0.72710794,0.35905224,correct
110.192665,93.034935,28.685413,12.101719,165.1735,157.61467,174.86484,158.80458,0.3481222,0.8641454,0.28380588,0.42221147,0.43471828,0.369066,0.77918494,0.6242237,0.7819416,0.7573763,0.73976403,0.32530975,correct
110.06152,94.3767,28.296366,12.031702,165.80942,157.76564,175.54208,159.60713,0.35384482,0.8752781,0.28758007,0.41316375,0.44331446,0.370643,0.78142655,0.6267212,0.7949445,0.7400122,0.741834,0.31580535,correct
108.23482,92.90258,27.466553,12.880452,165.45605,157.79616,175.27145,158.75018,0.3482912,0.8748731,0.2941522,0.43145248,0.42896742,0.36856765,0.7883511,0.6265787,0.7850414,0.76444775,0.7385225,0.32373074,correct
110.407295,91.69257,28.998806,11.438348,164.00423,158.20836,173.62292,158.44229,0.33536103,0.8585251,0.2980352,0.4334499,0.42932022,0.37968737,0.7861975,0.6192978,0.80146676,0.75255436,0.72745335,0.31510228,correct
113.47919,92.654564,31.637594,12.942138,164.12263,158.83118,172.77881,160.38116,0.3502649,0.86799514,0.2860109,0.41928494,0.4472958,0.38841784,0.76573527,0.6351885,0.7888762,0.76046854,0.75140387,0.32920802,correct
110.521774,100.173744,31.066341,17.763247,160.27919,155.57895,174.62865,159.92043,0.37302646,0.84698945,0.2902861,0.44149852,0.4135803,0.35739574,0.77370584,0.64623946,0.7869844,0.76382715,0.72629106,0.32722363,correct
109.855125,102.650856,31.246307,19.380209,159.64053,155.10046,174.65273,160.24554,0.38409537,0.8231938,0.29251784,0.42126763,0.4029428,0.3488803,0.7499056,0.6478843,0.7638471,0.7503395,0.7049649,0.31668186,correct
110.717,98.26103,30.568598,17.004572,160.51265,156.19301,174.5931,161.60974,0.37639207,0.8507747,0.30162594,0.45144206,0.4192891,0.36147562,0.7711472,0.65909535,0.795276,0.7633394,0.73719513,0.32798657,correct
109.84456,101.89598,30.053432,19.37565,160.29526,156.69922,175.15753,160.79565,0.36586556,0.85711545,0.29108545,0.42858475,0.40758774,0.3576726,0.79382503,0.6453945,0.78688383,0.77432334,0.7301775,0.33800355,correct
112.989456,98.69672,32.818443,17.099102,161.05379,154.21,175.10771,158.8,0.37473026,0.8398157,0.27731845,0.4374853,0.42580703,0.3482511,0.78475535,0.65313345,0.77598715,0.77148277,0.7382849,0.32941857,correct
116.07406,104.747314,38.46292,26.585327,153.77272,148.35323,169.81056,154.96974,0.39190704,0.8035228,0.34203014,0.44448906,0.38493666,0.3416018,0.7602195,0.6451802,0.77191216,0.74539,0.7065709,0.34860462,correct
116.877464,103.78784,39.211895,26.307478,152.3436,147.61697,168.49272,155.01918,0.38171038,0.8051521,0.33870503,0.43496212,0.3954815,0.34430197,0.75573593,0.6573316,0.7895321,0.7424644,0.7085625,0.3452165,correct
115.96866,102.683395,37.934635,26.205456,154.906,147.88943,171.06012,155.60538,0.39727223,0.8185078,0.34107804,0.4456393,0.3948285,0.33522728,0.76417357,0.65120834,0.77739644,0.76056284,0.7124136,0.34769338,correct
116.71768,106.41624,39.27871,26.906902,153.9673,147.46614,170.23882,154.40092,0.39574736,0.7893306,0.33246535,0.44241968,0.38312647,0.33145016,0.76045805,0.65959406,0.7817791,0.7429436,0.70559525,0.3507536,correct
117.05642,103.52512,38.554688,27.20843,154.69963,148.90819,170.86844,155.40462,0.3964502,0.80229205,0.3610116,0.43328738,0.38411045,0.33892703,0.76114017,0.6485156,0.7745302,0.7342913,0.71244466,0.3500833,correct
140.68225,123.55593,61.754257,45.180565,140.86703,136.00366,149.09352,138.00966,0.5829438,0.78275204,0.4621877,0.44309515,0.3526959,0.33113983,0.828185,0.68271595,0.87986827,0.7932678,0.6514943,0.34286192,correct
140.26683,125.16411,61.572395,46.348198,140.86346,134.80257,148.70036,137.05017,0.58160454,0.7805972,0.45857954,0.44305518,0.34766743,0.31815594,0.83160216,0.685465,0.8927248,0.78650653,0.646716,0.34388778,correct
140.06279,121.49096,60.934902,44.784348,141.11041,134.61687,148.16167,138.00832,0.5810963,0.7732523,0.4564851,0.44686586,0.35399598,0.30875853,0.81815356,0.6926663,0.8782283,0.79348207,0.6445527,0.3306641,correct
141.00894,121.14778,61.125183,44.731167,141.46878,135.53465,149.7354,136.11353,0.5852946,0.78616554,0.47374332,0.4540921,0.35552374,0.32176223,0.81640154,0.68773913,0.8991235,0.78910387,0.66330487,0.35073307,correct
140.07265,122.675095,60.400322,44.86148,141.38489,136.18268,149.34567,138.13527,0.5903384,0.7975407,0.46136054,0.4624124,0.3513718,0.33155555,0.83329886,0.7007581,0.8889311,0.8083044,0.6580443,0.35147327,correct
153.45401,135.91965,67.46991,57.626495,137.31212,133.57063,149.36235,140.53416,0.73786604,0.83605754,0.5502483,0.5279169,0.29887125,0.29864007,0.8103987,0.70506185,0.8760889,0.7461019,0.59049314,0.40336758,correct
153.38304,134.75363,67.618454,58.000107,136.9796,133.40726,148.24796,140.844,0.74215686,0.85519534,0.56144094,0.52385676,0.3075226,0.30434275,0.83063465,0.6951403,0.88809615,0.75660264,0.6092826,0.42162016,correct
153.59679,136.11884,68.337524,58.47369,136.70752,133.48201,149.48773,141.06636,0.7442629,0.830537,0.5518407,0.52973497,0.3023533,0.29844263,0.8056352,0.7184179,0.8959967,0.74998903,0.6046507,0.4103793,correct
153.75438,135.91219,68.266716,58.463596,136.86035,133.03212,149.96579,141.20395,0.74033374,0.8146931,0.54873776,0.52775353,0.30116433,0.29664472,0.80654854,0.701302,0.87451035,0.7470635,0.5959931,0.40712345,correct
154.18044,132.84659,68.462364,56.75866,136.45018,133.08778,148.89458,141.75748,0.72938955,0.8225234,0.55062836,0.5168884,0.3054827,0.301699,0.80529845,0.697061,0.85857534,0.7368305,0.58127326,0.3892849,correct
152.33699,150.32825,55.603626,51.126095,152.31082,162.35814,143.71162,142.462,0.97067195,0.9260235,0.7341725,0.72395337,0.14811787,0.23297706,0.98275506,1.0368414,0.90331835,1.0469158,0.49922934,0.4503793,correct
151.1573,149.51094,54.441418,50.748287,153.81572,163.25829,144.96806,143.27325,0.9948697,0.9315448,0.7467926,0.72977024,0.15921415,0.23193255,0.9911246,1.0342726,0.9134897,1.0608318,0.5005239,0.45450446,correct
151.94817,150.09082,55.467567,50.453358,152.36198,162.7907,144.36842,142.53056,0.9600689,0.9163028,0.7266466,0.7296966,0.14191374,0.23769067,0.9772627,1.0260949,0.88328934,1.0391502,0.4851446,0.43570545,correct
153.2998,148.23044,55.90112,50.24867,151.9775,162.29315,143.92465,142.36273,0.9644715,0.91345304,0.7262696,0.7336826,0.14912342,0.22816938,0.97279716,1.0475779,0.92404896,1.0367812,0.47885564,0.4299968,correct
